#b_parallel b_perpendicular x y z 
670.820393 223.606798 0.263733 0.249488 0.261153
670.820393 223.606798 -0.441514 0.039597 0.059140
670.820393 223.606798 -0.135075 0.358326 -0.230991
670.820393 223.606798 0.059853 0.397100 0.196798
670.820393 223.606798 -0.338006 0.064883 0.285555
670.820393 223.606798 -0.285778 -0.017224 -0.343561
670.820393 223.606798 -0.124896 -0.294471 0.312550
670.820393 223.606798 -0.219960 0.373085 -0.111470
670.820393 223.606798 0.306691 0.303580 -0.117389
670.820393 223.606798 0.405756 0.031199 -0.185442
670.820393 223.606798 -0.092016 0.395072 0.188285
670.820393 223.606798 0.216265 0.157243 0.358475
670.820393 223.606798 -0.383790 0.016337 -0.228995
670.820393 223.606798 0.416468 0.112819 0.117585
670.820393 223.606798 0.395259 -0.129533 -0.164291
670.820393 223.606798 -0.382551 -0.231580 0.005037
670.820393 223.606798 0.306854 -0.137218 0.294977
670.820393 223.606798 -0.378558 -0.178535 0.157540
670.820393 223.606798 -0.021258 -0.391880 0.214425
670.820393 223.606798 0.434564 0.100152 -0.033527
670.820393 223.606798 0.081802 -0.428893 0.096742
670.820393 223.606798 -0.146577 -0.046962 -0.419893
670.820393 223.606798 -0.008468 0.443215 0.059068
670.820393 223.606798 0.197678 -0.094625 0.389833
670.820393 223.606798 0.017652 -0.323919 -0.307839
670.820393 223.606798 -0.143382 0.081680 0.415656
670.820393 223.606798 0.205657 0.164640 -0.361385
670.820393 223.606798 -0.171260 -0.363429 0.196442
670.820393 223.606798 0.347781 0.242603 0.142100
670.820393 223.606798 -0.108806 -0.058570 0.429803
670.820393 223.606798 -0.232214 0.344375 0.165778
670.820393 223.606798 0.384696 -0.156658 0.165733
670.820393 223.606798 0.074298 0.202737 0.391634
670.820393 223.606798 0.064160 0.435691 -0.077825
670.820393 223.606798 -0.235760 0.162351 0.343598
670.820393 223.606798 -0.326998 -0.108443 0.285153
948.683298 316.227766 0.487251 -0.388496 0.107972
948.683298 316.227766 -0.274204 0.348777 -0.450740
948.683298 316.227766 -0.041480 0.434284 -0.457905
948.683298 316.227766 -0.430540 0.322523 0.332587
948.683298 316.227766 0.122312 -0.270422 0.558491
948.683298 316.227766 -0.288962 -0.556003 0.085799
948.683298 316.227766 0.401827 -0.386304 0.298838
948.683298 316.227766 0.406560 0.480086 0.065008
948.683298 316.227766 0.209641 -0.593793 -0.058828
948.683298 316.227766 -0.489137 -0.177049 -0.359720
948.683298 316.227766 -0.502485 0.360409 0.132720
948.683298 316.227766 -0.238113 0.416225 0.412383
948.683298 316.227766 0.380149 0.355918 -0.358900
948.683298 316.227766 -0.112620 0.301225 0.544592
948.683298 316.227766 -0.298706 -0.499842 -0.246847
948.683298 316.227766 0.084400 0.273706 -0.563881
948.683298 316.227766 -0.057834 0.086297 -0.623866
948.683298 316.227766 -0.184915 -0.429247 -0.426091
948.683298 316.227766 0.386607 -0.499331 -0.034700
948.683298 316.227766 0.587872 -0.232831 0.013976
948.683298 316.227766 -0.194361 -0.594459 -0.094035
948.683298 316.227766 -0.000772 -0.116829 -0.621571
948.683298 316.227766 0.351917 0.019585 -0.525139
948.683298 316.227766 0.618242 -0.041895 0.126576
948.683298 316.227766 0.372974 0.352830 0.369326
948.683298 316.227766 -0.624395 0.055999 0.083637
948.683298 316.227766 -0.191024 0.506750 -0.326671
948.683298 316.227766 0.084645 0.561584 0.278314
948.683298 316.227766 -0.478013 0.091759 0.403836
948.683298 316.227766 -0.404152 -0.024359 -0.485868
948.683298 316.227766 -0.176630 -0.416445 0.442013
948.683298 316.227766 -0.311070 0.527622 -0.157642
948.683298 316.227766 0.433726 0.429327 -0.166013
948.683298 316.227766 0.573825 0.044123 -0.262255
948.683298 316.227766 -0.130131 0.558716 0.266275
948.683298 316.227766 0.305845 0.222375 0.506960
948.683298 316.227766 -0.542761 0.023104 -0.323848
948.683298 316.227766 0.588975 0.159550 0.166291
948.683298 316.227766 0.558981 -0.183187 -0.232343
948.683298 316.227766 -0.541009 -0.327504 0.007124
948.683298 316.227766 0.433957 -0.194056 0.417161
948.683298 316.227766 -0.535362 -0.252487 0.222796
948.683298 316.227766 -0.030063 -0.554202 0.303243
948.683298 316.227766 0.614566 0.141636 -0.047414
948.683298 316.227766 0.115685 -0.606547 0.136813
948.683298 316.227766 -0.207291 -0.066414 -0.593818
948.683298 316.227766 -0.011976 0.626800 0.083535
948.683298 316.227766 0.279559 -0.133820 0.551306
948.683298 316.227766 0.024963 -0.458091 -0.435350
948.683298 316.227766 -0.202772 0.115513 0.587827
948.683298 316.227766 0.290842 0.232837 -0.511075
948.683298 316.227766 -0.242198 -0.513966 0.277811
948.683298 316.227766 0.491837 0.343093 0.200960
948.683298 316.227766 -0.153875 -0.082830 0.607833
948.683298 316.227766 -0.328401 0.487020 0.234446
948.683298 316.227766 0.544042 -0.221548 0.234382
948.683298 316.227766 0.105073 0.286714 0.553855
948.683298 316.227766 0.090736 0.616160 -0.110062
948.683298 316.227766 -0.333415 0.229598 0.485921
948.683298 316.227766 -0.462445 -0.153361 0.403268
1161.895004 387.298335 0.596758 -0.475808 0.132238
1161.895004 387.298335 -0.335830 0.427163 -0.552042
1161.895004 387.298335 -0.050803 0.531887 -0.560817
1161.895004 387.298335 -0.527302 0.395008 0.407335
1161.895004 387.298335 0.149801 -0.331197 0.684009
1161.895004 387.298335 -0.353905 -0.680962 0.105082
1161.895004 387.298335 0.492135 -0.473124 0.366001
1161.895004 387.298335 0.497932 0.587983 0.079618
1161.895004 387.298335 0.256757 -0.727245 -0.072050
1161.895004 387.298335 -0.599068 -0.216840 -0.440565
1161.895004 387.298335 -0.615416 0.441409 0.162548
1161.895004 387.298335 -0.291627 0.509769 0.505063
1161.895004 387.298335 0.465586 0.435909 -0.439560
1161.895004 387.298335 -0.137931 0.368924 0.666986
1161.895004 387.298335 -0.365838 -0.612178 -0.302324
1161.895004 387.298335 0.103368 0.335220 -0.690610
1161.895004 387.298335 -0.070831 0.105691 -0.764076
1161.895004 387.298335 -0.226474 -0.525718 -0.521853
1161.895004 387.298335 0.473495 -0.611553 -0.042498
1161.895004 387.298335 0.719994 -0.285158 0.017117
1161.895004 387.298335 -0.238043 -0.728060 -0.115169
1161.895004 387.298335 -0.000945 -0.143086 -0.761266
1161.895004 387.298335 0.431009 0.023987 -0.643161
1161.895004 387.298335 0.757189 -0.051311 0.155024
1161.895004 387.298335 0.456798 0.432127 0.452330
1161.895004 387.298335 -0.764724 0.068584 0.102434
1161.895004 387.298335 -0.233956 0.620639 -0.400088
1161.895004 387.298335 0.103669 0.687797 0.340864
1161.895004 387.298335 -0.585444 0.112381 0.494596
1161.895004 387.298335 -0.494983 -0.029834 -0.595065
1161.895004 387.298335 -0.216327 -0.510039 0.541353
1161.895004 387.298335 -0.380981 0.646202 -0.193071
1161.895004 387.298335 0.531204 0.525816 -0.203324
1161.895004 387.298335 0.702789 0.054039 -0.321196
1161.895004 387.298335 -0.159377 0.684284 0.326119
1161.895004 387.298335 0.374582 0.272352 0.620897
1161.895004 387.298335 -0.664743 0.028296 -0.396631
1161.895004 387.298335 0.721344 0.195408 0.203664
1161.895004 387.298335 0.684609 -0.224357 -0.284560
1161.895004 387.298335 -0.662598 -0.401109 0.008725
1161.895004 387.298335 0.531487 -0.237669 0.510915
1161.895004 387.298335 -0.655682 -0.309232 0.272868
1161.895004 387.298335 -0.036820 -0.678757 0.371395
1161.895004 387.298335 0.752686 0.173468 -0.058070
1161.895004 387.298335 0.141685 -0.742865 0.167562
1161.895004 387.298335 -0.253879 -0.081340 -0.727276
1161.895004 387.298335 -0.014668 0.767670 0.102309
1161.895004 387.298335 0.342389 -0.163895 0.675210
1161.895004 387.298335 0.030573 -0.561044 -0.533193
1161.895004 387.298335 -0.248344 0.141474 0.719938
1161.895004 387.298335 0.356208 0.285165 -0.625937
1161.895004 387.298335 -0.296631 -0.629477 0.340248
1161.895004 387.298335 0.602374 0.420201 0.246124
1161.895004 387.298335 -0.188457 -0.101446 0.744441
1161.895004 387.298335 -0.402207 0.596475 0.287136
1161.895004 387.298335 0.666313 -0.271340 0.287058
1161.895004 387.298335 0.128688 0.351151 0.678331
1161.895004 387.298335 0.111129 0.754639 -0.134798
1161.895004 387.298335 -0.408348 0.281200 0.595130
1161.895004 387.298335 -0.566377 -0.187828 0.493900
1341.640786 447.213595 0.689077 -0.549416 0.152695
1341.640786 447.213595 -0.387783 0.493245 -0.637443
1341.640786 447.213595 -0.058662 0.614170 -0.647575
1341.640786 447.213595 -0.608876 0.456116 0.470350
1341.640786 447.213595 0.172975 -0.382434 0.789826
1341.640786 447.213595 -0.408654 -0.786307 0.121338
1341.640786 447.213595 0.568269 -0.546316 0.422621
1341.640786 447.213595 0.574963 0.678944 0.091935
1341.640786 447.213595 0.296478 -0.839750 -0.083196
1341.640786 447.213595 -0.691745 -0.250385 -0.508721
1341.640786 447.213595 -0.710622 0.509695 0.187695
1341.640786 447.213595 -0.336742 0.588631 0.583197
1341.640786 447.213595 0.537612 0.503344 -0.507561
1341.640786 447.213595 -0.159269 0.425997 0.770169
1341.640786 447.213595 -0.422433 -0.706883 -0.349094
1341.640786 447.213595 0.119360 0.387079 -0.797448
1341.640786 447.213595 -0.081789 0.122042 -0.882279
1341.640786 447.213595 -0.261510 -0.607047 -0.602584
1341.640786 447.213595 0.546745 -0.706160 -0.049073
1341.640786 447.213595 0.831377 -0.329273 0.019765
1341.640786 447.213595 -0.274868 -0.840692 -0.132986
1341.640786 447.213595 -0.001091 -0.165221 -0.879034
1341.640786 447.213595 0.497686 0.027698 -0.742658
1341.640786 447.213595 0.874327 -0.059249 0.179006
1341.640786 447.213595 0.527465 0.498977 0.522305
1341.640786 447.213595 -0.883028 0.079194 0.118281
1341.640786 447.213595 -0.270149 0.716653 -0.461982
1341.640786 447.213595 0.119707 0.794199 0.393595
1341.640786 447.213595 -0.676013 0.129766 0.571111
1341.640786 447.213595 -0.571557 -0.034449 -0.687121
1341.640786 447.213595 -0.249793 -0.588942 0.625101
1341.640786 447.213595 -0.439920 0.746170 -0.222940
1341.640786 447.213595 0.613381 0.607160 -0.234778
1341.640786 447.213595 0.811511 0.062399 -0.370885
1341.640786 447.213595 -0.184033 0.790143 0.376570
1341.640786 447.213595 0.432530 0.314485 0.716950
1341.640786 447.213595 -0.767580 0.032673 -0.457990
1341.640786 447.213595 0.832936 0.225637 0.235171
1341.640786 447.213595 0.790518 -0.259065 -0.328582
1341.640786 447.213595 -0.765102 -0.463160 0.010075
1341.640786 447.213595 0.613709 -0.274436 0.589954
1341.640786 447.213595 -0.757117 -0.357071 0.315081
1341.640786 447.213595 -0.042516 -0.783761 0.428850
1341.640786 447.213595 0.869127 0.200303 -0.067053
1341.640786 447.213595 0.163603 -0.857787 0.193483
1341.640786 447.213595 -0.293154 -0.093924 -0.839786
1341.640786 447.213595 -0.016937 0.886429 0.118136
1341.640786 447.213595 0.395356 -0.189250 0.779665
1341.640786 447.213595 0.035303 -0.647838 -0.615678
1341.640786 447.213595 -0.286763 0.163360 0.831313
1341.640786 447.213595 0.411313 0.329281 -0.722770
1341.640786 447.213595 -0.342520 -0.726857 0.392884
1341.640786 447.213595 0.695562 0.485206 0.284200
1341.640786 447.213595 -0.217611 -0.117140 0.859606
1341.640786 447.213595 -0.464429 0.688750 0.331556
1341.640786 447.213595 0.769392 -0.313316 0.331466
1341.640786 447.213595 0.148596 0.405474 0.783269
1341.640786 447.213595 0.128321 0.871382 -0.155651
1341.640786 447.213595 -0.471520 0.324701 0.687196
1341.640786 447.213595 -0.653996 -0.216885 0.570306
